instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_C,season_label,weather_label,usage_category
9228,2012-01-25,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,18,218,236,9.84,Spring,Cerah,Tinggi
9229,2012-01-25,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141,10.66,Spring,Berawan,Sedang
9230,2012-01-25,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,52,105,157,12.299999999999999,Spring,Berawan,Sedang
9231,2012-01-25,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147,193,13.120000000000001,Spring,Cerah,Sedang
9232,2012-01-25,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,63,149,212,13.940000000000001,Spring,Cerah,Sedang
9233,2012-01-25,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,53,107,160,13.940000000000001,Spring,Cerah,Sedang
9234,2012-01-25,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0.0,30,125,155,14.76,Spring,Cerah,Sedang
9235,2012-01-25,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217,246,13.940000000000001,Spring,Cerah,Tinggi
9236,2012-01-25,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443,470,14.76,Spring,Cerah,Tinggi
9237,2012-01-25,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,24,415,439,13.120000000000001,Spring,Cerah,Tinggi
9238,2012-01-25,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0.0,5,311,316,13.940000000000001,Spring,Berawan,Tinggi
9239,2012-01-25,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,10,225,235,13.120000000000001,Spring,Cerah,Tinggi
9240,2012-01-25,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0.0,19,166,185,12.299999999999999,Spring,Cerah,Sedang
9241,2012-01-25,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,12,101,113,12.299999999999999,Spring,Cerah,Sedang
9242,2012-01-25,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0.0,3,63,66,11.48,Spring,Berawan,Rendah
9243,2012-01-26,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22,25,11.48,Spring,Berawan,Rendah
9244,2012-01-26,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0.0,5,16,21,11.48,Spring,Berawan,Rendah
9245,2012-01-26,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6,7,11.48,Spring,Berawan,Rendah
9246,2012-01-26,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,1,5,6,11.48,Spring,Berawan,Rendah
9247,2012-01-26,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0.0,0,3,3,11.48,Spring,Cerah,Rendah
9248,2012-01-26,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,0,28,28,12.299999999999999,Spring,Berawan,Rendah
9249,2012-01-26,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0.0,0,88,88,11.48,Spring,Berawan,Sedang
9250,2012-01-26,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,11,228,239,11.48,Spring,Berawan,Tinggi
9251,2012-01-26,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,16,514,530,11.48,Spring,Berawan,Tinggi
9252,2012-01-26,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0.0,18,256,274,12.299999999999999,Spring,Berawan,Tinggi
9253,2012-01-26,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,16,92,108,12.299999999999999,Spring,Berawan,Sedang
9254,2012-01-26,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,11,100,111,12.299999999999999,Spring,Berawan,Sedang
9255,2012-01-26,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136,165,13.940000000000001,Spring,Berawan,Sedang
9256,2012-01-26,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,17,156,173,15.58,Spring,Berawan,Sedang
9257,2012-01-26,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128,16.400000000000002,Spring,Berawan,Sedang
9258,2012-01-26,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142,164,17.22,Spring,Berawan,Sedang
9259,2012-01-26,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209,224,16.400000000000002,Spring,Berawan,Sedang
9260,2012-01-26,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413,17.22,Spring,Berawan,Tinggi
9261,2012-01-26,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,12,394,406,17.22,Spring,Berawan,Tinggi
9262,2012-01-26,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,16.400000000000002,Spring,Berawan,Tinggi
9263,2012-01-26,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224,16.400000000000002,Spring,Berawan,Sedang
9264,2012-01-26,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192,16.400000000000002,Spring,Berawan,Sedang
9265,2012-01-26,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142,15.58,Spring,Cerah,Sedang
9266,2012-01-26,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,5,86,91,16.400000000000002,Spring,Berawan,Sedang
9267,2012-01-27,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38,16.400000000000002,Spring,Berawan,Rendah
9268,2012-01-27,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29,16.400000000000002,Spring,Berawan,Rendah
9269,2012-01-27,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,17.22,Spring,Cerah,Rendah
9270,2012-01-27,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,17.22,Spring,Berawan,Rendah
9271,2012-01-27,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,16.400000000000002,Spring,Berawan,Rendah
9272,2012-01-27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,17.22,Spring,Berawan,Rendah
9273,2012-01-27,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,17.22,Spring,Berawan,Sedang
9274,2012-01-27,1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,6,128,134,17.22,Spring,Berawan,Sedang
9275,2012-01-27,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220,20.5,Spring,Hujan ringan,Sedang
9276,2012-01-27,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107,20.5,Spring,Hujan ringan,Sedang
9277,2012-01-27,1,1,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,9,117,126,19.68,Spring,Hujan ringan,Sedang
9278,2012-01-27,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,19.68,Spring,Berawan,Sedang
9279,2012-01-27,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,20.5,Spring,Berawan,Sedang
9280,2012-01-27,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,20.5,Spring,Cerah,Sedang
9281,2012-01-27,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,20.5,Spring,Cerah,Sedang
9282,2012-01-27,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197,19.68,Spring,Cerah,Sedang
9283,2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267,18.04,Spring,Cerah,Tinggi
9284,2012-01-27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422,17.22,Spring,Cerah,Tinggi
9285,2012-01-27,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383,16.400000000000002,Spring,Cerah,Tinggi
9286,2012-01-27,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251,14.76,Spring,Cerah,Tinggi
9287,2012-01-27,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159,13.940000000000001,Spring,Cerah,Sedang
9288,2012-01-27,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135,13.940000000000001,Spring,Cerah,Sedang
9289,2012-01-27,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119,13.940000000000001,Spring,Cerah,Sedang
9290,2012-01-27,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86,13.120000000000001,Spring,Cerah,Sedang
9291,2012-01-28,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69,12.299999999999999,Spring,Cerah,Rendah
9292,2012-01-28,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58,12.299999999999999,Spring,Cerah,Rendah
9293,2012-01-28,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41,10.66,Spring,Cerah,Rendah
9294,2012-01-28,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17,10.66,Spring,Cerah,Rendah
9295,2012-01-28,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8,10.66,Spring,Cerah,Rendah
9296,2012-01-28,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10,9.84,Spring,Cerah,Rendah
9297,2012-01-28,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,3,12,15,9.84,Spring,Cerah,Rendah
9298,2012-01-28,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,3,28,31,9.02,Spring,Cerah,Rendah
9299,2012-01-28,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91,8.200000000000001,Spring,Cerah,Sedang
9300,2012-01-28,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,13,145,158,9.02,Spring,Cerah,Sedang
9301,2012-01-28,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191,10.66,Spring,Cerah,Sedang
9302,2012-01-28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,12.299999999999999,Spring,Cerah,Tinggi
9303,2012-01-28,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,12.299999999999999,Spring,Cerah,Tinggi
9304,2012-01-28,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,13.940000000000001,Spring,Cerah,Tinggi
9305,2012-01-28,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,15.58,Spring,Cerah,Tinggi
9306,2012-01-28,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410,16.400000000000002,Spring,Cerah,Tinggi
9307,2012-01-28,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407,17.22,Spring,Cerah,Tinggi
9308,2012-01-28,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290,17.22,Spring,Cerah,Tinggi
9309,2012-01-28,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241,17.22,Spring,Cerah,Tinggi
9310,2012-01-28,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206,17.22,Spring,Berawan,Sedang
9311,2012-01-28,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120,16.400000000000002,Spring,Cerah,Sedang
9312,2012-01-28,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127,14.76,Spring,Cerah,Sedang
9313,2012-01-28,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103,13.940000000000001,Spring,Cerah,Sedang
9314,2012-01-28,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85,13.120000000000001,Spring,Cerah,Sedang
9315,2012-01-29,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,12.299999999999999,Spring,Cerah,Sedang
9316,2012-01-29,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,12.299999999999999,Spring,Cerah,Sedang
9317,2012-01-29,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,11.48,Spring,Cerah,Rendah
9318,2012-01-29,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21,10.66,Spring,Cerah,Rendah
9319,2012-01-29,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,0,5,5,9.84,Spring,Cerah,Rendah
9320,2012-01-29,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,8.200000000000001,Spring,Cerah,Rendah
9321,2012-01-29,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,8.200000000000001,Spring,Cerah,Rendah
9322,2012-01-29,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,8.200000000000001,Spring,Cerah,Rendah
9323,2012-01-29,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70,7.38,Spring,Cerah,Rendah
9324,2012-01-29,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,7.38,Spring,Cerah,Sedang
9325,2012-01-29,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,9.84,Spring,Cerah,Sedang
9326,2012-01-29,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,11.48,Spring,Cerah,Tinggi
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,13.120000000000001,Spring,Cerah,Tinggi
9328,2012-01-29,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,13.120000000000001,Spring,Cerah,Tinggi
9329,2012-01-29,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,13.120000000000001,Spring,Cerah,Tinggi
9330,2012-01-29,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,14.76,Spring,Cerah,Tinggi
9331,2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,14.76,Spring,Cerah,Tinggi
9332,2012-01-29,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,14.76,Spring,Cerah,Tinggi
9333,2012-01-29,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,13.940000000000001,Spring,Cerah,Sedang
9334,2012-01-29,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,13.120000000000001,Spring,Cerah,Sedang
9335,2012-01-29,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,12.299999999999999,Spring,Cerah,Sedang
9336,2012-01-29,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,12.299999999999999,Spring,Cerah,Rendah
9337,2012-01-29,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,13.120000000000001,Spring,Cerah,Rendah
9338,2012-01-29,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,12.299999999999999,Spring,Cerah,Rendah
9339,2012-01-30,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,13.120000000000001,Spring,Berawan,Rendah
9340,2012-01-30,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,10.66,Spring,Cerah,Rendah
9341,2012-01-30,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,9.84,Spring,Cerah,Rendah
9342,2012-01-30,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,9.84,Spring,Cerah,Rendah
9343,2012-01-30,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,8.200000000000001,Spring,Cerah,Rendah
9344,2012-01-30,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,8.200000000000001,Spring,Cerah,Rendah
9345,2012-01-30,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,9.02,Spring,Cerah,Sedang
9346,2012-01-30,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,9.02,Spring,Cerah,Sedang
9347,2012-01-30,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,8.200000000000001,Spring,Cerah,Tinggi
9348,2012-01-30,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,8.200000000000001,Spring,Cerah,Sedang
9349,2012-01-30,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,9.02,Spring,Cerah,Sedang
9350,2012-01-30,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,10.66,Spring,Cerah,Sedang
9351,2012-01-30,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,10.66,Spring,Cerah,Sedang
9352,2012-01-30,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,12.299999999999999,Spring,Cerah,Sedang
9353,2012-01-30,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,13.120000000000001,Spring,Cerah,Sedang
9354,2012-01-30,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,13.120000000000001,Spring,Cerah,Sedang
9355,2012-01-30,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,13.940000000000001,Spring,Cerah,Sedang
9356,2012-01-30,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,14.76,Spring,Cerah,Tinggi
9357,2012-01-30,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,13.940000000000001,Spring,Cerah,Tinggi
9358,2012-01-30,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,12.299999999999999,Spring,Cerah,Tinggi
9359,2012-01-30,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,12.299999999999999,Spring,Cerah,Sedang
9360,2012-01-30,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,12.299999999999999,Spring,Cerah,Sedang
9361,2012-01-30,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,11.48,Spring,Cerah,Sedang
9362,2012-01-30,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,10.66,Spring,Cerah,Rendah
9363,2012-01-31,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,11.48,Spring,Cerah,Rendah
9364,2012-01-31,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,12.299999999999999,Spring,Cerah,Rendah
9365,2012-01-31,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,12.299999999999999,Spring,Cerah,Rendah
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,12.299999999999999,Spring,Cerah,Rendah
9367,2012-01-31,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,12.299999999999999,Spring,Cerah,Rendah
9368,2012-01-31,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,12.299999999999999,Spring,Cerah,Rendah
9369,2012-01-31,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,11.48,Spring,Cerah,Sedang
9370,2012-01-31,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,10.66,Spring,Cerah,Tinggi
9371,2012-01-31,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,10.66,Spring,Cerah,Tinggi
9372,2012-01-31,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261,12.299999999999999,Spring,Cerah,Tinggi
9373,2012-01-31,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144,13.120000000000001,Spring,Berawan,Sedang
9374,2012-01-31,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139,16.400000000000002,Spring,Cerah,Sedang
9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194,16.400000000000002,Spring,Cerah,Sedang
9376,2012-01-31,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198,18.86,Spring,Cerah,Sedang
9377,2012-01-31,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160,20.5,Spring,Cerah,Sedang
9378,2012-01-31,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177,22.14,Spring,Cerah,Sedang
9379,2012-01-31,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307,22.14,Spring,Cerah,Tinggi
9380,2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,22.14,Spring,Cerah,Tinggi
9381,2012-01-31,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502,22.14,Spring,Cerah,Tinggi
9382,2012-01-31,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328,20.5,Spring,Cerah,Tinggi
9383,2012-01-31,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,16.400000000000002,Spring,Cerah,Tinggi
9384,2012-01-31,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165,18.86,Spring,Cerah,Sedang
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,18.04,Spring,Cerah,Sedang
9386,2012-01-31,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63,18.04,Spring,Cerah,Rendah
9387,2012-02-01,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31,18.04,Spring,Cerah,Rendah
9388,2012-02-01,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4,18.04,Spring,Cerah,Rendah
9389,2012-02-01,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7,18.04,Spring,Cerah,Rendah
9390,2012-02-01,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3,18.04,Spring,Cerah,Rendah
9391,2012-02-01,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1,16.400000000000002,Spring,Cerah,Rendah
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18,16.400000000000002,Spring,Cerah,Rendah
9393,2012-02-01,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67,16.400000000000002,Spring,Hujan ringan,Rendah
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208,15.58,Spring,Hujan ringan,Sedang
9395,2012-02-01,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520,14.76,Spring,Hujan ringan,Tinggi
9396,2012-02-01,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276,14.76,Spring,Berawan,Tinggi
9397,2012-02-01,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133,16.400000000000002,Spring,Cerah,Sedang
9398,2012-02-01,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143,16.400000000000002,Spring,Cerah,Sedang
9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,18.04,Spring,Cerah,Sedang
9400,2012-02-01,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186,18.86,Spring,Cerah,Sedang
9401,2012-02-01,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192,25.419999999999998,Spring,Cerah,Sedang
9402,2012-02-01,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194,24.599999999999998,Spring,Cerah,Sedang
9403,2012-02-01,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283,24.599999999999998,Spring,Cerah,Tinggi
9404,2012-02-01,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539,23.779999999999998,Spring,Cerah,Tinggi
9405,2012-02-01,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,22.96,Spring,Cerah,Tinggi
9406,2012-02-01,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335,22.14,Spring,Cerah,Tinggi
9407,2012-02-01,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264,21.32,Spring,Cerah,Tinggi
9408,2012-02-01,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233,21.32,Spring,Cerah,Tinggi
9409,2012-02-01,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140,20.5,Spring,Cerah,Sedang
9410,2012-02-01,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97,18.86,Spring,Cerah,Sedang
9411,2012-02-02,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31,18.86,Spring,Cerah,Rendah
9412,2012-02-02,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17,18.86,Spring,Berawan,Rendah
9413,2012-02-02,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9,17.22,Spring,Berawan,Rendah
9414,2012-02-02,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2,17.22,Spring,Berawan,Rendah
9415,2012-02-02,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1,16.400000000000002,Spring,Hujan ringan,Rendah
9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19,16.400000000000002,Spring,Hujan ringan,Rendah
9417,2012-02-02,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0.0,1,73,74,14.76,Spring,Hujan ringan,Sedang
9418,2012-02-02,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0.0,4,201,205,14.76,Spring,Hujan ringan,Sedang
9419,2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445,16.400000000000002,Spring,Hujan ringan,Tinggi
9420,2012-02-02,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228,15.58,Spring,Hujan ringan,Tinggi
9421,2012-02-02,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78,17.22,Spring,Hujan ringan,Sedang
9422,2012-02-02,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105,16.400000000000002,Spring,Hujan ringan,Sedang
9423,2012-02-02,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148,17.22,Spring,Cerah,Sedang
9424,2012-02-02,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0.0,13,124,137,17.22,Spring,Berawan,Sedang
9425,2012-02-02,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141,16.400000000000002,Spring,Cerah,Sedang
9426,2012-02-02,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174,18.86,Spring,Cerah,Sedang
